CID,MolFormula,MolWeight,SMILES
44598075,C50H64N4O6,816.482585768,"COC1=CC=CC=C1CNCCCCCCCCCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCCCCCCCCNCC6=CC=CC=C6OC)C2=O"
44598779,C34H32N4O6,592.232184744,"COC1=CC=CC=C1CNCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCNCC6=CC=CC=C6OC)C2=O"
44598780,C36H36N4O6,620.263484872,"COC1=CC=CC=C1CNCCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCNCC6=CC=CC=C6OC)C2=O"
44598781,C38H40N4O6,648.294785,"COC1=CC=CC=C1CNCCCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCCNCC6=CC=CC=C6OC)C2=O"
44598831,C46H56N4O6,760.419985512,"COC1=CC=CC=C1CNCCCCCCCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCCCCCCNCC6=CC=CC=C6OC)C2=O"
44598832,C48H60N4O6,788.4512856399999,"COC1=CC=CC=C1CNCCCCCCCCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCCCCCCCNCC6=CC=CC=C6OC)C2=O"
57327692,C20H12N4O4S2,436.02999686400005,"C1=CC2=C3C(=CC=C4C3=C1C(=O)N(C4=O)CCN=C=S)C(=O)N(C2=O)CCN=C=S"
57327693,C22H16N4O4S2,464.06129699200005,"C1=CC2=C3C(=CC=C4C3=C1C(=O)N(C4=O)CCCN=C=S)C(=O)N(C2=O)CCCN=C=S"
60147722,C40H44N4O10,740.3057436080002,"COC1=C(C(=C(C=C1)CNCCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCNCC6=C(C(=C(C=C6)OC)OC)OC)C2=O)OC)OC"
71458562,C52H58N10O4,886.464250336,"CN(CCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCCN(C)CCCN(CC5=CC=CC=N5)CC6=CC=CC=N6)C1=O)CCCN(CC7=CC=CC=N7)CC8=CC=CC=N8"
73351252,C69H113N13O28S4,1699.6700839759988,"C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CSCCOCCSCC(CN4C(=O)C5=C6C(=CC=C7C6=C(C=C5)C(=O)N(C7=O)CC(CSCCOCCSCC8C(C(C(C(O8)OC9C(CC(C(C9O)OC1C(CC(C(O1)CN)O)N)N)N)O)N)O)O)C4=O)O)OC1C(C(C(C(O1)CN)O)O)N)O)O)N"
73352731,C74H122N14O32S4,1846.7232417439984,"C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CSCCOCCSCC(CN4C(=O)C5=C6C(=CC=C7C6=C(C=C5)C(=O)N(C7=O)CC(CSCCOCCSCC8C(C(C(O8)OC9C(C(CC(C9OC1C(C(C(C(O1)CN)O)O)N)N)N)O)O)OC1C(C(C(C(O1)CN)O)O)N)O)C4=O)O)OC1C(C(C(C(O1)CN)O)O)N)O)O)N"
90676365,C42H50N8O6,762.38533132,"C1CNC(=O)C2=CC=C(C=C2)C(=O)NCCCN3CCN(CCCN4C(=O)C5=C6C(=CC=C7C6=C(C=C5)C(=O)N(C7=O)CCCN8CCN(C1)CC8)C4=O)CC3"
137637897,C32H37N5O5,571.279469284,"COC1=CC=CC=C1CNCCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCCNCCCN)C2=O"
137640459,C24H20N4O8S2,556.0722555999998,"C1=CC(=CC=C1CCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCS(=O)(=O)N)C2=O)S(=O)(=O)N"
137645384,C31H35N5O5,557.26381922,"COC1=CC=CC=C1CNCCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCNCCCN)C2=O"
137647086,C35H42N4O7,630.3053496839999,"COC1=CC=CC=C1CNCCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCOCCCCOCCCN)C2=O"
137648985,C32H37N5O5,571.279469284,"CNCCCNCCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCCNCC5=CC=CC=C5OC)C1=O"
137654777,C36H46N6O5,642.3529685720001,"CNCCCNCCCCNCCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCCNCC5=CC=CC=C5OC)C1=O"
137656417,C28H28N4O5,500.20596999599996,"COC1=CC=CC=C1CNCCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCN)C2=O"
137656912,C28H27N3O5,485.19507096399997,"CCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCCNCC5=CC=CC=C5OC)C1=O"
137662137,C33H40N6O5,600.30601838,"COC1=CC=CC=C1CNCCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCNCCNCCCN)C2=O"
137662293,C28H20N4O8S2,604.0722556,"C1=CC(=CC=C1CN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CC6=CC=C(C=C6)S(=O)(=O)N)C2=O)S(=O)(=O)N"
168269788,C28H34N6O4,518.264153568,"CN1CCN(CC1)CCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCN6CCN(CC6)C)C2=O"
168276402,C30H38N6O4,546.295453696,"CN1CCN(CC1)CCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCN6CCN(CC6)C)C2=O"
168278081,C36H34N6O4,614.2641535680001,"CN1CCN(CC1)C2=CC=CC=C2N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC=CC=C7N8CCN(CC8)C)C3=O"
168279301,C32H42N6O4,574.3267538240001,"CC(CCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCC(C)N5CCN(CC5)C)C1=O)N6CCN(CC6)C"
168280592,C32H42N6O4,574.3267538240001,"CC(C)(CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CC(C)(C)N5CCN(CC5)C)C1=O)N6CCN(CC6)C"
168283180,C36H34N6O4,614.2641535680001,"CN1CCN(CC1)C2=CC(=CC=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC=CC(=C7)N8CCN(CC8)C)C3=O"
168284039,C36H34N6O4,614.2641535680001,"CN1CCN(CC1)C2=CC=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC=C(C=C7)N8CCN(CC8)C)C3=O"
168288951,C30H38N6O4,546.2954536960001,"CC(CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CC(C)N5CCN(CC5)C)C1=O)N6CCN(CC6)C"
168290043,C34H42N6O4,598.3267538240001,"CN1CCN(CC1)CC2(CC2)CN3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)CC7(CC7)CN8CCN(CC8)C)C3=O"
168291813,C34H28N4O6,588.2008846159999,"C1COCCN1C2=CC=CC=C2N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC=CC=C7N8CCOCC8)C3=O"
643974,C22H18N2O8,438.1063155359999,"CCOC(=O)CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CC(=O)OCC)C1=O"
14342261,C24H30N4O4+2,438.22560828018,"C[N+](C)(C)CCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CC[N+](C)(C)C)C1=O"
15401781,C26H34N4O4+2,466.25690840818,"C[N+](C)(C)CCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCC[N+](C)(C)C)C1=O"
57327694,C21H18N4O4S,422.10487605599997,"CN(C)CCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCN=C=S)C1=O"
79771,C14H6N2O4,266.032756672,"C1=CC2=C3C(=CC=C4C3=C1C(=O)NC4=O)C(=O)NC2=O"
2925566,C26H16N4O4,448.11715499199994,"C1=CC(=CN=C1)CN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CC6=CN=CC=C6)C2=O"
10533707,C38H58N4O4+2,634.44470917618,"CCCC[N+](C)(CCCC)CCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCC[N+](C)(CCCC)CCCC)C1=O"
13526510,C22H24N4O6,440.16958448799994,"C1=CC2=C3C(=CC=C4C3=C1C(=O)N(C4=O)CCNCCO)C(=O)N(C2=O)CCNCCO"
25270981,C26H16N8O8S2,632.0532514719999,"C1=CC2=C3C(=CC=C4C3=C1C(=O)N(C4=O)NC(=O)CC(=O)NC5=NC=CS5)C(=O)N(C2=O)NC(=O)CC(=O)NC6=NC=CS6"
44598782,C40H44N4O6,676.326085128,"COC1=CC=CC=C1CNCCCCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCCCNCC6=CC=CC=C6OC)C2=O"
44598829,C42H48N4O6,704.357385256,"COC1=CC=CC=C1CNCCCCCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCCCCNCC6=CC=CC=C6OC)C2=O"
44598830,C44H52N4O6,732.388685384,"COC1=CC=CC=C1CNCCCCCCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCCCCCNCC6=CC=CC=C6OC)C2=O"
56659405,C30H42N4O4+2,522.31950866418,"CCC[N+](C)(CCC)CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C[N+](C)(CCC)CCC)C1=O"
56669738,C22H26N4O4+2,410.19430815218,"C[N+](C)(C)CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C[N+](C)(C)C)C1=O"
56679895,C26H34N4O4+2,466.25690840818,"CC[N+](C)(CC)CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C[N+](C)(CC)CC)C1=O"
73346795,C64H104N12O24S4,1552.6169262079989,"C1C(C(C(C(C1N)OC2C(C(C(C(O2)CSCCOCCSCC(CN3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)CC(CSCCOCCSCC7C(C(C(C(O7)OC8C(CC(C(C8O)OC9C(CC(C(O9)CN)O)N)N)N)O)N)O)O)C3=O)O)O)N)O)O)OC1C(CC(C(O1)CN)O)N)N"
102126976,C38H50N6O6,686.37918332,"CN1CCCNC(=O)CC2(CCCCC2)CC(=O)NCCCN(CCCN3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)CCC1)C3=O)C"
137660355,C37H48N6O7,688.358447876,"COC1=C(C(=C(C=C1)CNCCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCNCCCCNCCCN)C2=O)OC)OC"
145980424,C22H23N3O5,409.16377083599997,"CN(C)CCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCCO)C1=O"
145982209,C22H16N4O4,400.117154992,"CCCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C5=NC=CC=N5)C1=O"
145989025,C24H25N3O6,451.17433551999994,"C1COCCN1CCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCO)C2=O"
145989498,C21H20N2O5,380.1372217399999,"CC(C)CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCCO)C1=O"
145993954,C23H25N3O4,407.18450628,"CCCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCCN(C)C)C1=O"
164625946,C35H46N6O6,646.347883192,"CC1(CC(=O)NCCCN(CCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCN(CCCNC(=O)C1)C)C2=O)C)C"
164627694,C33H42N6O6,618.316583064,"CN1CCCNC(=O)CCCC(=O)NCCCN(CCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCC1)C2=O)C"
44613567,C36H28N8O4,636.2233513760001,"CC1=CC(N=C(N1)NN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)NC6=NC(C=C(N6)C)C7=CC=CC=C7)C2=O)C8=CC=CC=C8"
2835790,C18H14N2O6,354.08518616799995,"C1=CC2=C3C(=CC=C4C3=C1C(=O)N(C4=O)CCO)C(=O)N(C2=O)CCO"
138705276,C21H20N2O4,364.14230711999994,"CCCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCC)C1=O"
3457081,C20H18N2O6,382.11648629599995,"C1=CC2=C3C(=CC=C4C3=C1C(=O)N(C4=O)CCCO)C(=O)N(C2=O)CCCO"
10373040,C38H51N11O7,773.3972929719998,"CN(CCCN)CCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCCN(C)CCCNC(=O)C(CC5=CN=CN5)NC(=O)CNC(=O)CN)C1=O"
11766543,C48H64N16O10,1024.499132248,"CN(CCCNC(=O)C(CC1=CN=CN1)NC(=O)CNC(=O)CN)CCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCN(C)CCCNC(=O)C(CC6=CN=CN6)NC(=O)CNC(=O)CN)C2=O"
56679896,C34H50N4O4+2,578.38210892018,"CCCC[N+](C)(CCCC)CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C[N+](C)(CCCC)CCCC)C1=O"
137640492,C34H42N6O5,614.321668444,"COC1=CC=CC=C1CNCCCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCCNCCCNCCCN)C2=O"
145980341,C25H27N3O5,449.19507096399997,"CCCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCCN5CCOCC5)C1=O"
145986731,C24H24N2O4,404.17360724799994,"CCCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C5CCCCC5)C1=O"
145986867,C22H22N2O4,378.15795718399994,"CCCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CC(C)C)C1=O"
145988147,C22H20N2O4,376.14230711999994,"CCCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CC5CC5)C1=O"
145989184,C23H17N3O4,399.121906024,"CCCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C5=CN=CC=C5)C1=O"
145991092,C21H18N2O4,362.12665705599994,"CCCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C5CC5)C1=O"
168275888,C36H34N6O6,646.253982808,"C1COCCN1C(CN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CC(C6=CC=CC=N6)N7CCOCC7)C2=O)C8=CC=CC=N8"
168284091,C34H28N4O6,588.2008846159999,"C1COCCN1C2=CC=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC=C(C=C7)N8CCOCC8)C3=O"
171353574,C40H20N4O10S2,780.0620848400001,"COC1=CC=CC2=C1OC(=O)C(=C2)C3=CSC(=N3)N4C(=O)C5=C6C(=CC=C7C6=C(C=C5)C(=O)N(C7=O)C8=NC(=CS8)C9=CC1=C(C(=CC=C1)OC)OC9=O)C4=O"
171353835,C62H48N4O8S2,1040.2913564960002,"C=CCCC=CC1=C(C2=C(C=C1)OC(=O)C(=C2)C3=CSC(=N3)N4C(=O)C5=C6C(=CC=C7C6=C(C=C5)C(=O)N(C7=O)C8=NC(=CS8)C9=CC1=C(C=CC(=C1C=CCCC=C)C=CCCC=C)OC9=O)C4=O)C=CCCC=C"
171358677,C38H16N4O8S2,720.0409554720001,"C1=CC=C2C(=C1)C=C(C(=O)O2)C3=CSC(=N3)N4C(=O)C5=C6C(=CC=C7C6=C(C=C5)C(=O)N(C7=O)C8=NC(=CS8)C9=CC1=CC=CC=C1OC9=O)C4=O"
3036056,C20H18N2O10,446.09614477599985,"COC(CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CC(OC)OO)C1=O)OO"
983052,C26H14N2O4,418.09535692799994,"C1=CC=C(C=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=CC=C6)C2=O"
1549160,C20H8N4O4S2,431.99869673600006,"C1=CC2=C3C(=CC=C4C3=C1C(=O)N(C4=O)C5=NC=CS5)C(=O)N(C2=O)C6=NC=CS6"
2762446,C16H10N2O4,294.0640568,"CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C)C1=O"
2835172,C30H22N2O4,474.15795718399994,"C1=CC=C(C=C1)CCN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CCC6=CC=CC=C6)C2=O"
15008936,C18H10N2O8,382.0437152799999,"C1=CC2=C3C(=CC=C4C3=C1C(=O)N(C4=O)CC(=O)O)C(=O)N(C2=O)CC(=O)O"
70695550,C20H18N2O6,382.1164862959999,"CC(CN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CC(C)O)C1=O)O"
59348322,C30H38N2O4,490.28315769599993,"CCCCCCCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCCCCCCC)C1=O"
969481,C24H12N4O4,420.085854864,"C1=CC=NC(=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=CC=N6)C2=O"
1039670,C28H18N2O6,478.11648629599995,"COC1=CC=C(C=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=C(C=C6)OC)C2=O"
1381898,C24H12N4O4,420.085854864,"C1=CC2=C3C(=CC=C4C3=C1C(=O)N(C4=O)C5=CC=NC=C5)C(=O)N(C2=O)C6=CC=NC=C6"
14618230,C28H18N2O4,446.12665705599994,"C1=CC=C(C=C1)CN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CC6=CC=CC=C6)C2=O"
158384,C40H42N4O4+2,642.31950866418,"CC[N+]1(CCCCC1)C2=CC=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC=C(C=C7)[N+]8(CCCCC8)CC)C3=O"
24864599,C20H10N2O4,342.06405679999995,"C#CCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CC#C)C1=O"
1104121,C28H18N2O4,446.12665705599994,"CC1=CC=C(C=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=C(C=C6)C)C2=O"
3551251,C22H22N2O4,378.15795718399994,"CCCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCCC)C1=O"
10116797,C26H22N6O4,482.17025318400005,"C1=CC2=C3C(=CC=C4C3=C1C(=O)N(C4=O)CCCN5C=CN=C5)C(=O)N(C2=O)CCCN6C=CN=C6"
12073701,C24H12N4O4,420.085854864,"C1=CC(=CN=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CN=CC=C6)C2=O"
12179921,C38H54N2O4,602.408358208,"CCCCCCCCCCCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCCCCCCCCCCC)C1=O"
14618228,C20H18N2O4,350.12665705599994,"CCCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CCC)C1=O"
15374127,C22H22N2O8,442.1376156639999,"C1=CC2=C3C(=CC=C4C3=C1C(=O)N(C4=O)CCOCCO)C(=O)N(C2=O)CCOCCO"
16717773,C18H14N2O4,322.095356928,"CCN1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)CC)C1=O"
20589062,C38H38N2O4,586.283157696,"CC(C)C1=C(C(=CC=C1)C(C)C)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=C(C=CC=C6C(C)C)C(C)C)C2=O"
23736293,C26H12N4O8,508.0655133439999,"C1=CC(=CC=C1N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=C(C=C6)[N+](=O)[O-])C2=O)[N+](=O)[O-]"
45253896,C32H26N2O4,502.18925731199994,"CC1=CC(=C(C(=C1)C)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=C(C=C(C=C6C)C)C)C2=O)C"
57810646,C30H22N2O4,474.15795718399994,"CC1=CC=C(C=C1)CN2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)CC6=CC=C(C=C6)C)C2=O"
58879469,C22H18N2O4,374.12665705599994,"C1CC(C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6CCC6)C2=O"
59748675,C24H26N2O4,406.18925731199994,"CCC(CC)N1C(=O)C2=C3C(=CC=C4C3=C(C=C2)C(=O)N(C4=O)C(CC)CC)C1=O"
59789034,C28H30N2O4,458.22055743999994,"C1CCCC(CC1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6CCCCCC6)C2=O"
59789036,C24H22N2O4,402.15795718399994,"C1CCC(C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6CCCC6)C2=O"
102180043,C28H20N4O4,476.14845512,"C1=CC2=C3C(=CC=C4C3=C1C(=O)N(C4=O)CCC5=CC=NC=C5)C(=O)N(C2=O)CCC6=CC=NC=C6"
102429507,C34H38N2O4S2,602.227299696,"CCCCCCCCN1C(=O)C2=C3C=CSC3=C4C5=C2C(=C6C(=C5C(=O)N(C4=O)CCCCCCCC)C=CS6)C1=O"
122373772,C34H30N2O6,562.21038668,"CCCCOC1=CC=C(C=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=C(C=C6)OCCCC)C2=O"
132523573,C32H38N2O4S,546.255228696,"CCCCCCCCN1C(=O)C2=C3C4=C(C=C2)C(=O)N(C(=O)C4=C5C(=C3C1=O)C=CS5)CCCCCCCC"
139089127,C74H78N2O4S8,1314.372726976,"CCCCCCC1=CC=C(S1)C2=CC=C(S2)C3=CC=C(S3)C4=CC=C(S4)C5=CC6=C7C8=C5C(=O)N(C(=O)C8=CC(=C7C(=O)N(C6=O)CC(CC)CCCC)C9=CC=C(S9)C1=CC=C(S1)C1=CC=C(S1)C1=CC=C(S1)CCCCCC)CC(CC)CCCC"
5755059,C38H24N4O4,600.179755248,"C1=CC=C(C=C1)NC2=C3C4=C5C(=C2)C(=O)N(C(=O)C5=C(C=C4C(=O)N(C3=O)C6=CC=CC=C6)NC7=CC=CC=C7)C8=CC=CC=C8"
983125,C28H18N2O4,446.12665705599994,"CC1=CC=CC=C1N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=CC=C6C)C2=O"
1050441,C28H18N2O6,478.11648629599995,"COC1=CC=CC(=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC(=CC=C6)OC)C2=O"
1102899,C26H14N2O6,450.0851861679999,"C1=CC=C(C(=C1)N2C(=O)C3=C4C(=CC=C5C4=C(C=C3)C(=O)N(C5=O)C6=CC=CC=C6O)C2=O)O"
2847483,C38H22N2O6,602.1477864240001,"C1=CC=C(C=C1)OC2=CC=C(C=C2)N3C(=O)C4=C5C(=CC=C6C5=C(C=C4)C(=O)N(C6=O)C7=CC=C(C=C7)OC8=CC=CC=C8)C3=O"
2925156,C20H14N2O8,410.0750154079999,"C1=CC2=C3C(=CC=C4C3=C1C(=O)N(C4=O)CCC(=O)O)C(=O)N(C2=O)CCC(=O)O"
