dataset,Cx,Cy,MolFormula,Molecule_ID,SMILES,Sidechain,Source,Tx,Ty,Tz,Theta,best_objective,interaction_energy,Full_torsion_angles,optimization_success,xyz_file_path,xyz_generated,Original_MolFormula,hash,smiles_occurrence_count
PDI,1.8599,-0.4869,C62H64N4O4_2,C62H64N4O4_2,CCCCCCCCCCCCN1C(=O)c2ccc3c4c(-c5ccc(C#N)cc5)cc5c6c(ccc(c7c(-c8ccc(C#N)cc8)cc(c2c37)C1=O)c64)C(=O)N(CCCCCCCCCCCC)C5=O,CCCCCCCCCCCC,Pubchem,-4.3669,0.2291,3.7511,-12.848,-186.730494,-186.730499,"[-65.749, 281.36, -55.181, 77.285]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C62H64N4O4_2/C62H64N4O4_2.xyz,True,C62H64N4O4,193fe4c723063ddc,2
PDI,-1.5854,3.9941,C40H20N4O4_1,C40H20N4O4_1,N#Cc1cc2c3c(cc(C#N)c4c5ccc6c7c(ccc(c1c34)c75)C(=O)N(Cc1ccccc1)C6=O)C(=O)N(Cc1ccccc1)C2=O,Cc1ccccc1,Pubchem,-1.3829,-1.1011,3.111,-151.946,-173.785307,-173.785316,"[50.504, 10.388, 31.738, 46.387]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C40H20N4O4_1/C40H20N4O4_1.xyz,True,C40H20N4O4,24911b191b2e5ad3,2
PDI,-0.3917,-3.4604,C42H40N4O4_1,C42H40N4O4_1,CCCCCC(CC)N1C(=O)c2ccc3c4c(C#N)cc5c6c(ccc(c7c(C#N)cc(c2c37)C1=O)c64)C(=O)N(C(CC)CCCCC)C5=O,CCCCCCCC,Pubchem,3.5959,0.512,3.1079,33.157,-172.683872,-171.852926,"[38.694, 45.931]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C42H40N4O4_1/C42H40N4O4_1.xyz,True,C42H40N4O4,7dd8e51faf83ddf3,1
PDI,1.7843,-1.1324,C46H32N4O4_1,C46H32N4O4_1,CCC(C)c1ccc(N2C(=O)c3ccc4c5c(C#N)cc6c7c(cc(C#N)c(c8ccc(c3c48)C2=O)c75)C(=O)N(c2ccc(C(C)CC)cc2)C6=O)cc1,CCC(C)c1ccccc1,Pubchem,-2.7042,-0.1193,3.2669,14.394,-167.218327,-167.218325,"[346.919, 95.718, -124.39, -25.945]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C46H32N4O4_1/C46H32N4O4_1.xyz,True,C46H32N4O4,63cd35fba4a985fa,2
PDI,-0.1439,-4.7774,C42H40N4O4_2,C42H40N4O4_2,[C-]#[N+]c1cc2c3c(ccc4c5c(C#N)cc6c7c(ccc(c1c34)c75)C(=O)N(CC(CC)CCCC)C6=O)C(=O)N(CC(CC)CCCC)C2=O,CCCCC(C)CC,Pubchem,0.0692,1.5063,3.4056,-173.767,-130.578821,-130.084112,"[-48.478, 38.357]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C42H40N4O4_2/C42H40N4O4_2.xyz,True,C42H40N4O4,479771829f371da5,1
PDI,-1.1466,2.5822,C38H32N4O4_2,C38H32N4O4_2,CC(C)CC(C)N1C(=O)c2ccc3c4c(C#N)cc5c6c(cc(C#N)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(C)CC(C)C)C5=O,CCCC(C)C,Pubchem,-1.673,-2.0684,3.4977,34.272,-131.399396,-130.641248,"[28.1, -62.484]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C38H32N4O4_2/C38H32N4O4_2.xyz,True,C38H32N4O4,d8eb5da5dd78ddd1,1
PDI,-0.9559,-1.1278,C36H28N4O4_2,C36H28N4O4_2,[C-]#[N+]c1cc2c3c(ccc4c5c(C#N)cc6c7c(ccc(c1c34)c75)C(=O)N(C(C)CCC)C6=O)C(=O)N(C(C)CCC)C2=O,CCCCC,Pubchem,-0.7916,0.7153,3.2527,-30.821,-144.030813,-143.808033,"[-81.235, -62.494]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C36H28N4O4_2/C36H28N4O4_2.xyz,True,C36H28N4O4,e55ada96689409f3,1
PDI,1.5453,3.4856,C50H40N4O4_1,C50H40N4O4_1,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3c4c(C#N)cc5c6c(ccc(c7c(C#N)cc(c2c37)C1=O)c64)C(=O)N(c1c(C(C)C)cccc1C(C)C)C5=O,CC(C)c1cccc(C(C)C)c1,Pubchem,-2.6614,-3.045,4.0781,174.5,-98.51293,-98.512932,"[-354.569, 45.177, 16.914, -40.656, -19.041, 74.353]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C50H40N4O4_1/C50H40N4O4_1.xyz,True,C50H40N4O4,538df4680822902a,1
PDI,-2.9708,1.0476,C50H40N4O4_2,C50H40N4O4_2,[C-]#[N+]c1cc2c3c(ccc4c5c(C#N)cc6c7c(ccc(c1c34)c75)C(=O)N(c1c(C(C)C)cccc1C(C)C)C6=O)C(=O)N(c1c(C(C)C)cccc1C(C)C)C2=O,CC(C)c1cccc(C(C)C)c1,Pubchem,-1.6502,-9.24,2,178.1,-54.191681,-54.191772,"[-189.902, -91.118, 13.116, -2.198, -12.801, 21.556]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C50H40N4O4_2/C50H40N4O4_2.xyz,True,C50H40N4O4,33484436119d44c2,1
PDI,-1.3609,3.8394,C42H34N6O4S4_1,C42H34N6O4S4_1,CCCCC(CC)N1C(=O)c2cc(N=C=S)c3c4c(N=C=S)cc5c6c(cc(N=C=S)c(c7c(N=C=S)cc(c2c37)C1=O)c64)C(=O)N(C(CC)CCCC)C5=O,CCCCCCC,Pubchem,-4.3822,0.04,2,-174.739,-54.416387,-54.415611,"[33.987, 165.481, 44.002, 92.44]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C42H34N6O4S4_1/C42H34N6O4S4_1.xyz,True,C42H34N6O4S4,0e8e266ef4c18a09,2
PDI,-3.6594,2.702,C38H32N4O4S2_1,C38H32N4O4S2_1,CCCCC(C)N1C(=O)c2ccc3c4c(SC#N)cc5c6c(ccc(c7c(SC#N)cc(c2c37)C1=O)c64)C(=O)N(C(C)CCCC)C5=O,CCCCCC,Pubchem,-0.857,-0.2991,3.1395,58.279,-125.17315,-124.794373,"[-76.183, 82.97, 95.037]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C38H32N4O4S2_1/C38H32N4O4S2_1.xyz,True,C38H32N4O4S2,5df79f9aa4929115,1
PDI,-1.2768,-0.6737,C40H30N6O4S4_1,C40H30N6O4S4_1,CCCCC(C)N1C(=O)c2cc(N=C=S)c3c4c(N=C=S)cc5c6c(cc(N=C=S)c(c7c(N=C=S)cc(c2c37)C1=O)c64)C(=O)N(C(C)CCCC)C5=O,CCCCCC,Pubchem,-3.2429,10,2,171.597,-57.87034,-57.836602,"[60.612, 63.524, -28.633, 27.63]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C40H30N6O4S4_1/C40H30N6O4S4_1.xyz,True,C40H30N6O4S4,8be9b39c8f92cd21,2
PDI,-3.4819,-1.5687,C40H36N4O4S2_2,C40H36N4O4S2_2,CCCCC(CC)N1C(=O)c2ccc3c4c(N=C=S)cc5c6c(ccc(c7c(N=C=S)cc(c2c37)C1=O)c64)C(=O)N(C(CC)CCCC)C5=O,CCCCCCC,Pubchem,-1.8685,2.4947,3.1769,1.843,-142.735118,-141.894055,"[-51.356, -277.474, 73.019]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C40H36N4O4S2_2/C40H36N4O4S2_2.xyz,True,C40H36N4O4S2,b18c1c708f7b442c,1
PDI,-2.2429,2.1541,C42H40N4O4S2_1,C42H40N4O4S2_1,CCCCC(CC)CN1C(=O)c2ccc3c4c(SC#N)cc5c6c(ccc(c7c(N=C=S)cc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,CCCCC(C)CC,Pubchem,-0.136,2.3774,4.7314,135,-57.565192,-57.348829,"[33.386, 123.155, -2.776]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C42H40N4O4S2_1/C42H40N4O4S2_1.xyz,True,C42H40N4O4S2,7137f0d8f47a3836,1
PDI,-0.067,0.48,C42H40N4O4S2_2,C42H40N4O4S2_2,CCCCC(CC)CN1C(=O)c2ccc3c4c(N=C=S)cc5c6c(cc(N=C=S)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,CCCCC(C)CC,Pubchem,-4.4512,3.3385,3.1594,-135,-139.516108,-139.166116,"[-276.652, 87.977, 44.253]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C42H40N4O4S2_2/C42H40N4O4S2_2.xyz,True,C42H40N4O4S2,7243c9eeaf0df054,1
PDI,-2.1036,0.7983,C44H38N6O4S4_1,C44H38N6O4S4_1,CCCCC(CC)CN1C(=O)c2cc(N=C=S)c3c4c(N=C=S)cc5c6c(cc(N=C=S)c(c7c(N=C=S)cc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O,CCCCC(C)CC,Pubchem,-2.4708,2.8394,2.8833,-78.58,-125.913358,-125.105962,"[-60.405, -22.09, 103.574, -18.037]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C44H38N6O4S4_1/C44H38N6O4S4_1.xyz,True,C44H38N6O4S4,83d3a0f5b83c88e5,2
PDI,0.0061,-3.059,C42H30N2O6_1,C42H30N2O6_1,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1C(CO)Cc1ccccc1)c64)C(=O)N(C(CO)Cc1ccccc1)C5=O,OCCCc1ccccc1,Pubchem,0.4443,0.1171,3.1586,25.833,-167.760494,-167.601774,"[-119.913, -20.28, 91.516, 41.303]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C42H30N2O6_1/C42H30N2O6_1.xyz,True,C42H30N2O6,0d76d205dadc614d,1
PDI,-1.5914,3.5381,C41H24N2O5_1,C41H24N2O5_1,Cc1ccc2c(c1)C(=O)c1cc(-c3cc4c5c(ccc6c7c(C)cc8c9c(ccc(c3c56)c97)C(=O)N(C)C8=O)C(=O)N(C)C4=O)ccc1-2,C,Pubchem,-0.6565,-1.859,3.6197,-10.371,-160.438997,-160.168602,[57.115],True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C41H24N2O5/C41H24N2O5.xyz,True,C41H24N2O5,f191ccc7b5fd4fa0,1
PDI,3.267,0.6868,C36H20N2O4S3_1,C36H20N2O4S3_1,Cc1cc2sc3cc(-c4cc5c6c(ccc7c8c(C)cc9c%10c(ccc(c4c67)c%108)C(=O)N(C)C9=O)C(=O)N(C)C5=O)sc3c2s1,C,Pubchem,-1.7686,0.0114,3.403,151.779,-117.940667,-117.940682,,True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C36H20N2O4S3/C36H20N2O4S3.xyz,True,C36H20N2O4S3,0580ae58d89065be,1
PDI,-3.0779,3.552,C62H54N2O4S2_1,C62H54N2O4S2_1,Cc1ccc(Sc2cc3c4c(ccc5c6c(Sc7ccc(C)cc7)cc7c8c(ccc(c2c45)c86)C(=O)N(c2c(C(C)C)cccc2C(C)C)C7=O)C(=O)N(c2c(C(C)C)cccc2C(C)C)C3=O)cc1,CC(C)c1cccc(C(C)C)c1,Pubchem,-2.9144,1.2149,2.2872,148.312,-78.130922,-78.130959,"[-34.757, 10.73, 6.32, 64.242, -33.042, 2.92, -96.495, -86.109]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C62H54N2O4S2/C62H54N2O4S2.xyz,True,C62H54N2O4S2,c0de2c68d3a4e8d2,1
PDI,10,-7.9831,C66H60N2O4S2_1,C66H60N2O4S2_1,Cc1ccc(Sc2cc3c4c(ccc5c6c(Sc7ccc(C8CCCC8)cc7)cc7c8c(ccc(c2c45)c86)C(=O)N(c2c(C(C)C)cccc2C(C)C)C7=O)C(=O)N(c2c(C(C)C)cccc2C(C)C)C3=O)cc1,CC(C)c1cccc(C(C)C)c1,Pubchem,3.3548,4.7937,3.0503,4.543,-154.669365,-154.669392,"[-7.778, 37.763, -21.215, -31.057, 64.401, -31.659, 52.31, 31.347, 40.487]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C66H60N2O4S2/C66H60N2O4S2.xyz,True,C66H60N2O4S2,ef4adb7eb978bf0c,1
PDI,-1.2312,0.262,C44H34N2O4_1,C44H34N2O4_1,CC(C)Cc1ccccc1N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(c1ccccc1CC(C)C)C5=O,CC(C)Cc1ccccc1,Pubchem,1.0027,-0.1132,3.115,22.481,-174.680249,-174.679769,"[360.0, 38.568, 65.776, -136.904]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C44H34N2O4_1/C44H34N2O4_1.xyz,True,C44H34N2O4,2e4ee918c0080968,1
PDI,-0.1774,-3.3248,C34H30N2O4_1,C34H30N2O4_1,CC(C)CCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCC(C)C)C5=O,CCC(C)C,Pubchem,-1.3055,0.4173,3.1299,-27.085,-153.139053,-153.139035,"[-40.178, -44.613]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C34H30N2O4_1/C34H30N2O4_1.xyz,True,C34H30N2O4,d96fabdd9c20cf13,2
PDI,-9.9951,-7.4545,C42H27N3O4S_1,C42H27N3O4S_1,Cc1cc2c3c(ccc4c5c(N=C=S)cc6c7c(ccc(c1c34)c75)C(=O)N(CCc1ccccc1)C6=O)C(=O)N(CCc1ccccc1)C2=O,CCc1ccccc1,Pubchem,1.2672,-2.013,3.1965,0.027,-165.767196,-165.737597,"[78.089, -162.674, -72.283, -20.495]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C42H27N3O4S/C42H27N3O4S.xyz,True,C42H27N3O4S,be252afe4acd22b6,1
PDI,-0.8055,4.5219,C57H56N8O4_1,C57H56N8O4_1,CC(=N)c1cc2c3c(ccc4c5c(-c6nc(N(C)C)nc(N(C)C)n6)cc6c7c(ccc(c1c34)c75)C(=O)N(c1c(C(C)C)cccc1C(C)C)C6=O)C(=O)N(c1c(C(C)C)cccc1C(C)C)C2=O,CC(C)c1cccc(C(C)C)c1,Pubchem,-3.7349,0.3743,5.8098,-27.953,-74.680817,-74.680621,"[-13.317, -16.635, -14.662, 86.118, 12.918, 360.0, -20.415, 26.122, -41.396, 34.052]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C57H56N8O4/C57H56N8O4.xyz,True,C57H56N8O4,2736b6c5cae5c924,1
PDI,-1.5716,2.9435,C57H48N2O4S2_1,C57H48N2O4S2_1,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3c4c(-c5cccs5)cc5c6c(ccc(c7c(C8=CC=CSC8)cc(c2c37)C1=O)c64)C(=O)N(c1c(C(C)C)cccc1C(C)C)C5=O,CC(C)c1cccc(C(C)C)c1,Pubchem,2.7249,-0.0466,3.9972,-162.194,-105.927411,-105.927677,"[26.06, 55.072, -30.35, -61.396, -25.125, -52.48, 20.835]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C57H48N2O4S2/C57H48N2O4S2.xyz,True,C57H48N2O4S2,cfa39f26e883a020,1
PDI,1.9435,-4.2367,C45H52N2O6_1,C45H52N2O6_1,CCC(CC)N1C(=O)c2ccc3c4c(OC(C)(C)CCOC(C)(C)CC)cc5c6c(ccc(c7c(C)cc(c2c37)C1=O)c64)C(=O)N(C(CC)CC)C5=O,CCCCC,Pubchem,-0.8723,2.7661,3.6706,176.806,-117.716522,-117.716514,"[-25.668, 5.811, -100.936]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C45H52N2O6/C45H52N2O6.xyz,True,C45H52N2O6,97cc874e113df0a8,1
PDI,-1.1679,5.5207,C58H54N2O6_1,C58H54N2O6_1,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3c4c(Oc5ccc(C(C)(C)C)cc5)cc5c6c(ccc(c7c(O)cc(c2c37)C1=O)c64)C(=O)N(c1c(C(C)C)cccc1C(C)C)C5=O,CC(C)c1cccc(C(C)C)c1,Pubchem,-3.9082,1.4427,6.413,-13.438,-69.327532,-69.327465,"[22.683, 3.263, 16.933, 271.751, -28.353, 122.641, 29.507, 12.951, 19.638]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C58H54N2O6/C58H54N2O6.xyz,True,C58H54N2O6,05b167f94aca1c9f,1
PDI,0.0911,2.4409,C41H37N3O8S_1,C41H37N3O8S_1,CCC(CC)N1C(=O)c2ccc3c4ccc5c6c(cc(SCCC(=O)On7c(O)ccc7O)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CC)CC)C5=O,CCCCC,Pubchem,-0.5736,-0.7835,3.3376,155.929,-130.169026,-130.169019,"[105.064, 9.723, -63.644]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C41H37N3O8S/C41H37N3O8S.xyz,True,C41H37N3O8S,b84bcab52c2fa81a,1
PDI,-3.6076,6.0328,C40H26N2O4_1,C40H26N2O4_1,CCc1ccccc1N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(c1ccccc1CC)C5=O,CCc1ccccc1,Pubchem,1.8247,0.9696,3.1275,-19.699,-169.62376,-169.074519,"[337.688, -41.352, -46.167, -274.949]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C40H26N2O4_1/C40H26N2O4_1.xyz,True,C40H26N2O4,756ae62391fb27a2,1
PDI,1.5384,0.3585,C40H36N4O4_3,C40H36N4O4_3,[C-]#[N+]c1cc2c3c(ccc4c5c(C#N)cc6c7c(ccc(c1c34)c75)C(=O)N(C(CC)CCCC)C6=O)C(=O)N(C(CC)CCCC)C2=O,CCCCCCC,Pubchem,-2.5953,-0.9729,3.2438,149.228,-153.840357,-153.503707,"[-46.397, -62.785]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C40H36N4O4_3/C40H36N4O4_3.xyz,True,C40H36N4O4,76f83e8bfd638c61,1
PDI,-2.8181,-0.5648,C73H64N2O8_1,C73H64N2O8_1,CC=CC(=CCC)Oc1cc2c3c(cc(Oc4ccccc4)c4c5c(Oc6ccccc6)cc6c7c(cc(Oc8ccccc8)c(c1c34)c75)C(=O)N(c1c(C(C)C)cccc1C(C)C)C6=O)C(=O)N(c1c(C(C)C)cccc1C(C)C)C2=O,CC(C)c1cccc(C(C)C)c1,Pubchem,1.9644,-10,3.8208,-10.307,-69.662787,-69.662864,"[-28.277, -77.093, -52.341, -38.51, 19.957, -15.628, 52.845, 44.598, -66.286, -100.284, 144.732, 23.121, -8.216]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C73H64N2O8/C73H64N2O8.xyz,True,C73H64N2O8,b5da531217bc8d74,1
PDI,-7.7765,0.0799,C38H35N3O4S_1,C38H35N3O4S_1,CCCCC(C)N1C(=O)c2ccc3c4c(N=C=S)cc5c6c(ccc(c7c(C)cc(c2c37)C1=O)c64)C(=O)N(C(C)CCCC)C5=O,CCCCCC,Pubchem,-2.0074,1.22,3.27,5.234,-139.17567,-138.461344,"[-50.371, 72.134]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C38H35N3O4S/C38H35N3O4S.xyz,True,C38H35N3O4S,ed5e14d68813e6cf,1
PDI,3.1219,1.0091,C38H32N4O4_4,C38H32N4O4_4,[C-]#[N+]c1cc2c3c(cc(C#N)c4c5ccc6c7c(ccc(c1c34)c75)C(=O)N(C(C)CCCC)C6=O)C(=O)N(C(C)CCCC)C2=O,CCCCCC,Pubchem,-0.5431,-0.0422,3.6373,-27.994,-121.624225,-121.206391,"[-28.792, 7.618]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C38H32N4O4_4/C38H32N4O4_4.xyz,True,C38H32N4O4,d1a37e8dba83b010,2
PDI,-0.8804,-3.3778,C36H28N4O4_3,C36H28N4O4_3,[C-]#[N+]c1cc2c3c(ccc4c5c(C#N)cc6c7c(ccc(c1c34)c75)C(=O)N(CCC(C)C)C6=O)C(=O)N(CCC(C)C)C2=O,CCC(C)C,Pubchem,-0.5512,0.5911,3.1002,-29.979,-155.205735,-155.205778,"[-117.505, 65.186]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C36H28N4O4_3/C36H28N4O4_3.xyz,True,C36H28N4O4,85bfca0707a96b40,1
PDI,-0.9621,4.1723,C49H50N2O4S2_1,C49H50N2O4S2_1,C=CC=C(SC)c1cc2c3c(ccc4c5c(-c6cccs6)cc6c7c(ccc(c1c34)c75)C(=O)N(CC(CC)CCCC)C6=O)C(=O)N(CC(CC)CCCC)C2=O,CCCCC(C)CC,Pubchem,-1.2769,-3.1959,4.6239,-165.089,-76.618437,-76.248873,"[-21.049, 44.017, -31.272]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C49H50N2O4S2/C49H50N2O4S2.xyz,True,C49H50N2O4S2,3efba116d9cda51a,1
PDI,1.4107,1.6643,C26H14N2O4_1,C26H14N2O4_1,CCc1cc2c3c(ccc4c5ccc6c7c(ccc(c1c34)c75)C(=O)NC6=O)C(=O)NC2=O,H,Pubchem,-1.5563,-1.4064,3.1385,152.915,-128.283277,-128.121146,[-67.442],True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C26H14N2O4/C26H14N2O4.xyz,True,C26H14N2O4,5ccf414d24ffa411,1
PDI,1.3202,-5.6541,C25H12N2O4_1,C25H12N2O4_1,Cc1cc2c3c(ccc4c5ccc6c7c(ccc(c1c34)c75)C(=O)NC6=O)C(=O)NC2=O,H,Pubchem,-2.0599,-0.3051,3.1706,-29.054,-122.853577,-122.853579,,True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C25H12N2O4/C25H12N2O4.xyz,True,C25H12N2O4,7fb872f35fe36836,1
PDI,-4.6209,-9.9744,C36H20N4O8S2_1,C36H20N4O8S2_1,NS(=O)(=O)c1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2ccc(S(N)(=O)=O)cc2)C6=O)cc1,NS(=O)(=O)c1ccccc1,Pubchem,-0.4258,1.1922,3.138,-14.346,-231.837795,-231.598935,"[360.0, -97.591, 77.81, 7.48]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C36H20N4O8S2/C36H20N4O8S2.xyz,True,C36H20N4O8S2,9ec459195b361403,1
PDI,-2.6936,-5.7834,C48H28N4O8S2_1,C48H28N4O8S2_1,CCOC(=O)c1sc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2nc(-c3ccccc3)c(C(=O)OCC)s2)C6=O)nc1-c1ccccc1,CCOC(=O)c1scnc1-c1ccccc1,Pubchem,-2.6539,1.4829,3.0925,-20.622,-237.242085,-237.242107,"[-55.154, -64.98, -21.056, -36.952, 78.201]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C48H28N4O8S2_1/C48H28N4O8S2_1.xyz,True,C48H28N4O8S2,2d225200894284cc,2
PDI,-2.0429,1.7866,C56H58N2O4S2_1,C56H58N2O4S2_1,CCCCCCCCCCSc1ccc(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2ccc(SCCCCCCCCCC)cc2)C6=O)cc1,CCCCCCCCCCSc1ccccc1,Pubchem,0.3353,0.9578,3.3286,-10.97,-203.779571,-203.779572,"[104.104, 21.288]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C56H58N2O4S2/C56H58N2O4S2.xyz,True,C56H58N2O4S2,53aaaddb8d0eee6a,1
PDI,-1.091,-7.2736,C38H36N4O4_1,C38H36N4O4_1,CN1CCC(CN2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(CC2CCN(C)CC2)C6=O)CC1,CC1CCN(C)CC1,Pubchem,-2.607,0.6329,3.1318,-29.04,-163.914429,-163.914374,"[-68.676, 7.823]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C38H36N4O4_1/C38H36N4O4_1.xyz,True,C38H36N4O4,58dd2722352244dc,2
PDI,-1.9368,5.1334,C48H40N4O4_1,C48H40N4O4_1,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1Cc1ccc(N2CCCCC2)cc1)c64)C(=O)N(Cc1ccc(N2CCCCC2)cc1)C5=O,Cc1ccc(N2CCCCC2)cc1,Pubchem,-1.0306,6.1522,3.122,-27.084,-195.527821,-195.527449,"[-114.139, -118.431, 165.548, 70.987, 53.625, 360.0]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C48H40N4O4/C48H40N4O4.xyz,True,C48H40N4O4,5579407b6d8f9890,1
PDI,-0.1388,0.2032,C36H36N4O4_1,C36H36N4O4_1,CN(C)CCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCCN(C)C)C5=O,CCCCN(C)C,Pubchem,0.9575,-0.3163,3.1519,-158.427,-159.855466,-159.785445,"[-106.108, 59.309]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C36H36N4O4/C36H36N4O4.xyz,True,C36H36N4O4,efcefd25444bcd91,1
PDI,1.9552,-0.7447,C54H70N2O8_1,C54H70N2O8_1,CCCCCCC(CCCCCC)N1C(=O)c2cc(OC)c3c4c(OC)cc5c6c(cc(OC)c(c7c(OC)cc(c2c37)C1=O)c64)C(=O)N(C(CCCCCC)CCCCCC)C5=O,CCCCCCCCCCCCC,Pubchem,-2.9344,2.6047,3.9944,-163.195,-120.250355,-120.250311,"[52.552, 44.17, 38.307, 90.053, 87.627, 53.776]",True,/home/arunima/PDI_6/data/processed/pdi_database_results_duplicates_6_xyz_files/C54H70N2O8_1/C54H70N2O8_1.xyz,True,C54H70N2O8,ba8327db4892df80,2
PDI,-3.3123,0.4745,C36H34N2O4_1,C36H34N2O4_1,Cc1cc2c3c(c(C(C)(C)C)cc4c5c(C)cc6c7c(cc(C(C)(C)C)c(c1c34)c75)C(=O)N(C)C6=O)C(=O)N(C)C2=O,C,Pubchem,-0.5296,1.8315,4.27,45,-50.96081,-50.960848,"[6.068, -52.638]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C36H34N2O4/C36H34N2O4.xyz,True,C36H34N2O4,e24b00dba4a57683,1
PDI,-7.3684,-5.0637,C50H62N6O8_1,C50H62N6O8_1,CCCCCCCCCCCCC(N)N1C(=O)c2ccc3c4c([N+](=O)[O-])cc5c6c(ccc(c7c([N+](=O)[O-])cc(c2c37)C1=O)c64)C(=O)N(C(N)CCCCCCCCCCCC)C5=O,CCCCCCCCCCCCCN,Pubchem,1.8676,1.3692,3.9751,2.674,-190.560882,-190.560886,"[-22.466, 24.361, 53.618, -100.097]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C50H62N6O8/C50H62N6O8.xyz,True,C50H62N6O8,8aa23a2acc4dc193,1
